year,province,battle,adjacent_battle,road_battle,lagged_battle,peace_years,neighbors,area,region_tousan,region_toukai,region_hokuriku,region_kinai,region_nankai,region_sanin,region_sanyou,region_saikai,terrain_ruggedness
1505,bicchu,0,0,0,0,14,4,2638.75,0,0,0,0,0,0,1,0,184.23
1505,bingo,0,0,0,0,34,5,3715.59,0,0,0,0,0,0,1,0,166.73
1505,bizen,0,0,0,0,17,3,1820.08,0,0,0,0,0,0,1,0,145.03
1505,bungo,1,1,1,0,0,5,5401.68,0,0,0,0,0,0,0,1,210.23
1505,buzen,0,1,1,0,4,2,2103.64,0,0,0,0,0,0,0,1,177.36
1505,chikugo,0,1,1,0,14,4,1275.43,0,0,0,0,0,0,0,1,136.77
1505,chikuzen,0,1,1,0,7,4,2492.58,0,0,0,0,0,0,0,1,162.61
1505,dewa,0,1,1,0,39,2,18401.59,1,0,0,0,0,0,0,0,190.97
1505,ecchu,0,0,0,0,24,5,4246.09,0,0,1,0,0,0,0,0,325.31
1505,echigo,0,1,0,0,12,5,11515.81,0,0,1,0,0,0,0,0,242.35
1505,echizen,0,0,0,1,1,5,3298.5,0,0,1,0,0,0,0,0,273.09
1505,harima,0,1,1,0,6,6,4211.55,0,0,0,0,0,0,1,0,187.01
1505,hida,0,1,0,0,39,5,4195.8,1,0,0,0,0,0,0,0,385.48
1505,higo,1,0,0,1,0,4,7324.94,0,0,0,0,0,0,0,1,211.91
1505,hitachi,0,1,1,0,3,3,5562.37,0,1,0,0,0,0,0,0,72.34
1505,hizen,0,0,0,0,6,2,4760.32,0,0,0,0,0,0,0,1,167.53
1505,houki,0,0,0,0,25,5,2036.37,0,0,0,0,0,1,0,0,213.27
1505,hyuuga,0,1,1,0,11,4,8227.16,0,0,0,0,0,0,0,1,252.52
1505,iga,0,1,0,0,3,4,885.44,0,1,0,0,0,0,0,0,171.69
1505,inaba,0,1,1,0,16,4,1432.43,0,0,0,0,0,1,0,0,270.71
1505,ise,0,1,0,0,8,7,3506.41,0,1,0,0,0,0,0,0,201.76
1505,iwami,0,0,0,0,39,5,3760.11,0,0,0,0,0,1,0,0,217.38
1505,iyo,0,1,1,0,39,3,5461.32,0,0,0,0,1,0,0,0,316.54
1505,izu,0,1,1,0,12,2,1470.43,0,1,0,0,0,0,0,0,260.25
1505,izumi,0,1,1,0,4,3,738.87,0,0,0,1,0,0,0,0,131.45
1505,izumo,0,0,0,0,19,3,2687.53,0,0,0,0,0,1,0,0,155.56
1505,kaga,0,1,1,0,17,4,2171.04,0,0,1,0,0,0,0,0,248.98
1505,kai,0,1,0,0,4,4,4471.08,0,1,0,0,0,0,0,0,394.21
1505,kawachi,1,1,1,0,0,5,405.67,0,0,0,1,0,0,0,0,87.56
1505,kazusa,0,0,0,0,34,2,2583.24,0,1,0,0,0,0,0,0,44.8
1505,kii,0,1,0,0,11,4,5712.59,0,0,0,0,1,0,0,0,254.03
1505,kouzuke,0,1,0,0,28,6,6395.51,1,0,0,0,0,0,0,0,257.99
1505,mikawa,0,0,0,0,12,4,3370.87,0,1,0,0,0,0,0,0,153.71
1505,mimasaka,0,0,0,0,15,5,2570.88,0,0,0,0,0,0,1,0,217.15
1505,mino,0,1,0,0,9,7,7914.92,1,0,0,0,0,0,0,0,279.26
1505,musashi,1,1,1,1,0,5,5933.03,0,1,0,0,0,0,0,0,123.41
1505,mutsu,1,0,0,0,0,5,48432.08,1,0,0,0,0,0,0,0,183.43
1505,nagato,0,0,0,0,35,2,2372,0,0,0,0,0,0,1,0,173.88
1505,noto,0,0,0,0,39,2,2063.37,0,0,1,0,0,0,0,0,110.32
1505,osumi,0,0,0,0,9,2,3834.17,0,0,0,0,0,0,0,1,210.86
1505,oumi,0,1,1,0,2,7,3909.26,1,0,0,0,0,0,0,0,168.49
1505,owari,0,0,0,0,27,3,1751.16,0,1,0,0,0,0,0,0,29.4
1505,sagami,0,1,1,1,1,4,2002.77,0,1,0,0,0,0,0,0,184.31
1505,sanuki,1,0,0,0,0,2,1652.96,0,0,0,0,1,0,0,0,167.94
1505,satsuma,0,1,1,0,5,3,3539.38,0,0,0,0,0,0,0,1,154.55
1505,settsu,0,1,1,1,1,5,1380.59,0,0,0,1,0,0,0,0,131.81
1505,shima,0,0,0,0,39,1,343.43,0,1,0,0,0,0,0,0,100.57
1505,shimotsuke,0,1,1,0,34,4,6291.09,1,0,0,0,0,0,0,0,179.99
1505,shimousa,0,1,1,0,22,5,2833.68,0,1,0,0,0,0,0,0,15.3
1505,shinano,0,1,0,0,7,10,12083.18,1,0,0,0,0,0,0,0,350.72
1505,suo,0,0,0,0,35,3,3549.75,0,0,0,0,0,0,1,0,196.93
1505,suruga,0,1,1,0,39,5,3348.18,0,1,0,0,0,0,0,0,333.95
1505,tajima,0,0,0,1,1,4,2334.59,0,0,0,0,0,1,0,0,276.47
1505,tanba,0,1,1,0,13,7,2805.21,0,0,0,0,0,1,0,0,209.63
1505,tango,0,1,1,0,7,3,1352.15,0,0,0,0,0,1,0,0,201.56
1505,tosa,0,0,0,0,27,2,7174.71,0,0,0,0,1,0,0,0,319.07
1505,toutoumi,0,0,0,0,4,3,2979.13,0,1,0,0,0,0,0,0,235.65
1505,wakasa,0,1,1,0,3,4,904.47,0,0,1,0,0,0,0,0,276.13
1505,yamashiro,1,1,1,1,0,6,1038.34,0,0,0,1,0,0,0,0,151.14
1505,yamato,1,1,1,1,0,5,3679.69,0,0,0,1,0,0,0,0,305.85
1506,aki,0,0,0,0,7,3,4313.56,0,0,0,0,0,0,1,0,229.41
1506,awa1,0,0,0,0,35,1,686.77,0,1,0,0,0,0,0,0,104.67
1506,awa2,0,1,1,0,40,3,4132.61,0,0,0,0,1,0,0,0,337.25
1506,bicchu,0,0,0,0,15,4,2638.75,0,0,0,0,0,0,1,0,184.23
1506,bingo,0,0,0,0,35,5,3715.59,0,0,0,0,0,0,1,0,166.73
1506,bizen,0,0,0,0,18,3,1820.08,0,0,0,0,0,0,1,0,145.03
1506,bungo,0,1,1,1,1,5,5401.68,0,0,0,0,0,0,0,1,210.23
1506,buzen,1,1,1,0,0,2,2103.64,0,0,0,0,0,0,0,1,177.36
1506,chikugo,0,1,1,0,15,4,1275.43,0,0,0,0,0,0,0,1,136.77
1506,chikuzen,1,1,1,0,0,4,2492.58,0,0,0,0,0,0,0,1,162.61
1506,dewa,0,1,1,0,40,2,18401.59,1,0,0,0,0,0,0,0,190.97
1506,ecchu,1,0,0,0,0,5,4246.09,0,0,1,0,0,0,0,0,325.31
1506,echigo,0,1,1,0,13,5,11515.81,0,0,1,0,0,0,0,0,242.35
1506,echizen,1,0,0,0,0,5,3298.5,0,0,1,0,0,0,0,0,273.09
1506,harima,0,0,0,0,7,6,4211.55,0,0,0,0,0,0,1,0,187.01
1506,hida,0,1,0,0,40,5,4195.8,1,0,0,0,0,0,0,0,385.48
1506,higo,1,1,1,1,0,4,7324.94,0,0,0,0,0,0,0,1,211.91
1506,hitachi,0,1,1,0,4,3,5562.37,0,1,0,0,0,0,0,0,72.34
1506,hizen,0,1,1,0,7,2,4760.32,0,0,0,0,0,0,0,1,167.53
1506,houki,0,0,0,0,26,5,2036.37,0,0,0,0,0,1,0,0,213.27
1506,hyuuga,0,1,1,0,12,4,8227.16,0,0,0,0,0,0,0,1,252.52
1506,iga,0,1,0,0,4,4,885.44,0,1,0,0,0,0,0,0,171.69
1506,inaba,0,0,0,0,17,4,1432.43,0,0,0,0,0,1,0,0,270.71
1506,ise,0,1,0,0,9,7,3506.41,0,1,0,0,0,0,0,0,201.76
1506,iwami,0,0,0,0,40,5,3760.11,0,0,0,0,0,1,0,0,217.38
1506,iyo,0,1,1,0,40,3,5461.32,0,0,0,0,1,0,0,0,316.54
1506,izu,0,0,0,0,13,2,1470.43,0,1,0,0,0,0,0,0,260.25
1506,izumi,0,1,1,0,5,3,738.87,0,0,0,1,0,0,0,0,131.45
1506,izumo,0,0,0,0,20,3,2687.53,0,0,0,0,0,1,0,0,155.56
1506,kaga,0,1,1,0,18,4,2171.04,0,0,1,0,0,0,0,0,248.98
1506,kai,0,1,0,0,5,4,4471.08,0,1,0,0,0,0,0,0,394.21
1506,kawachi,1,1,1,1,0,5,405.67,0,0,0,1,0,0,0,0,87.56
1506,kazusa,0,0,0,0,35,2,2583.24,0,1,0,0,0,0,0,0,44.8
1506,kii,0,1,0,0,12,4,5712.59,0,0,0,0,1,0,0,0,254.03
1506,kouzuke,0,1,0,0,29,6,6395.51,1,0,0,0,0,0,0,0,257.99
1506,mikawa,1,0,0,0,0,4,3370.87,0,1,0,0,0,0,0,0,153.71
1506,mimasaka,0,0,0,0,16,5,2570.88,0,0,0,0,0,0,1,0,217.15
1506,mino,0,1,0,0,10,7,7914.92,1,0,0,0,0,0,0,0,279.26
1506,musashi,0,0,0,1,1,5,5933.03,0,1,0,0,0,0,0,0,123.41
1506,mutsu,1,0,0,1,0,5,48432.08,1,0,0,0,0,0,0,0,183.43
1506,nagato,0,0,0,0,36,2,2372,0,0,0,0,0,0,1,0,173.88
1506,noto,0,1,0,0,40,2,2063.37,0,0,1,0,0,0,0,0,110.32
1506,osumi,0,0,0,0,10,2,3834.17,0,0,0,0,0,0,0,1,210.86
1506,oumi,0,1,1,0,3,7,3909.26,1,0,0,0,0,0,0,0,168.49
1506,owari,0,1,1,0,28,3,1751.16,0,1,0,0,0,0,0,0,29.4
1506,sagami,0,1,1,0,2,4,2002.77,0,1,0,0,0,0,0,0,184.31
1506,sanuki,0,0,0,1,1,2,1652.96,0,0,0,0,1,0,0,0,167.94
1506,satsuma,0,1,1,0,6,3,3539.38,0,0,0,0,0,0,0,1,154.55
1506,settsu,0,1,1,0,2,5,1380.59,0,0,0,1,0,0,0,0,131.81
1506,shima,0,0,0,0,40,1,343.43,0,1,0,0,0,0,0,0,100.57
1506,shimotsuke,0,1,1,0,35,4,6291.09,1,0,0,0,0,0,0,0,179.99
1506,shimousa,0,1,1,0,23,5,2833.68,0,1,0,0,0,0,0,0,15.3
1506,shinano,0,1,0,0,8,10,12083.18,1,0,0,0,0,0,0,0,350.72
1506,suo,0,0,0,0,36,3,3549.75,0,0,0,0,0,0,1,0,196.93
1506,suruga,0,0,0,0,40,5,3348.18,0,1,0,0,0,0,0,0,333.95
1506,tajima,0,1,1,0,2,4,2334.59,0,0,0,0,0,1,0,0,276.47
1506,tanba,0,1,1,0,14,7,2805.21,0,0,0,0,0,1,0,0,209.63
1506,tango,1,0,0,0,0,3,1352.15,0,0,0,0,0,1,0,0,201.56
1506,tosa,0,0,0,0,28,2,7174.71,0,0,0,0,1,0,0,0,319.07
1506,toutoumi,0,1,1,0,5,3,2979.13,0,1,0,0,0,0,0,0,235.65
1506,wakasa,0,1,1,0,4,4,904.47,0,0,1,0,0,0,0,0,276.13
1506,yamashiro,0,1,1,1,1,6,1038.34,0,0,0,1,0,0,0,0,151.14
1506,yamato,1,1,1,1,0,5,3679.69,0,0,0,1,0,0,0,0,305.85
1507,aki,0,0,0,0,8,3,4313.56,0,0,0,0,0,0,1,0,229.41
1507,awa1,0,0,0,0,36,1,686.77,0,1,0,0,0,0,0,0,104.67
1507,awa2,0,0,0,0,41,3,4132.61,0,0,0,0,1,0,0,0,337.25
1507,bicchu,0,0,0,0,16,4,2638.75,0,0,0,0,0,0,1,0,184.23
1507,bingo,0,0,0,0,36,5,3715.59,0,0,0,0,0,0,1,0,166.73
1507,bizen,0,0,0,0,19,3,1820.08,0,0,0,0,0,0,1,0,145.03
1507,bungo,0,1,1,0,2,5,5401.68,0,0,0,0,0,0,0,1,210.23
1507,buzen,1,1,1,1,0,2,2103.64,0,0,0,0,0,0,0,1,177.36
1507,chikugo,1,1,1,0,0,4,1275.43,0,0,0,0,0,0,0,1,136.77
1507,chikuzen,0,1,1,1,1,4,2492.58,0,0,0,0,0,0,0,1,162.61
1507,dewa,0,1,1,0,41,2,18401.59,1,0,0,0,0,0,0,0,190.97
1507,ecchu,0,1,1,1,1,5,4246.09,0,0,1,0,0,0,0,0,325.31
1507,echigo,1,1,1,0,0,5,11515.81,0,0,1,0,0,0,0,0,242.35
1507,echizen,1,0,0,1,0,5,3298.5,0,0,1,0,0,0,0,0,273.09
1507,harima,0,1,1,0,8,6,4211.55,0,0,0,0,0,0,1,0,187.01
1507,hida,0,1,0,0,41,5,4195.8,1,0,0,0,0,0,0,0,385.48
1507,higo,1,1,1,1,0,4,7324.94,0,0,0,0,0,0,0,1,211.91
1507,hitachi,0,1,1,0,5,3,5562.37,0,1,0,0,0,0,0,0,72.34
1507,hizen,1,1,1,0,0,2,4760.32,0,0,0,0,0,0,0,1,167.53
1507,houki,0,0,0,0,27,5,2036.37,0,0,0,0,0,1,0,0,213.27
1507,hyuuga,0,1,0,0,13,4,8227.16,0,0,0,0,0,0,0,1,252.52
1507,iga,0,1,0,0,5,4,885.44,0,1,0,0,0,0,0,0,171.69
1507,inaba,0,0,0,0,18,4,1432.43,0,0,0,0,0,1,0,0,270.71
1507,ise,0,1,0,0,10,7,3506.41,0,1,0,0,0,0,0,0,201.76
1507,iwami,0,0,0,0,41,5,3760.11,0,0,0,0,0,1,0,0,217.38
1507,iyo,0,0,0,0,41,3,5461.32,0,0,0,0,1,0,0,0,316.54
1507,izu,0,0,0,0,14,2,1470.43,0,1,0,0,0,0,0,0,260.25
1507,izumi,0,1,1,0,6,3,738.87,0,0,0,1,0,0,0,0,131.45
1507,izumo,0,0,0,0,21,3,2687.53,0,0,0,0,0,1,0,0,155.56
1507,kaga,0,1,1,0,19,4,2171.04,0,0,1,0,0,0,0,0,248.98
1507,kai,0,0,0,0,6,4,4471.08,0,1,0,0,0,0,0,0,394.21
1507,kawachi,1,1,1,1,0,5,405.67,0,0,0,1,0,0,0,0,87.56
1507,kazusa,0,0,0,0,36,2,2583.24,0,1,0,0,0,0,0,0,44.8
1507,kii,0,1,0,0,13,4,5712.59,0,0,0,0,1,0,0,0,254.03
1507,kouzuke,0,1,0,0,30,6,6395.51,1,0,0,0,0,0,0,0,257.99
1507,mikawa,0,0,0,1,1,4,3370.87,0,1,0,0,0,0,0,0,153.71
1507,mimasaka,0,0,0,0,17,5,2570.88,0,0,0,0,0,0,1,0,217.15
1507,mino,0,1,0,0,11,7,7914.92,1,0,0,0,0,0,0,0,279.26
1507,musashi,0,0,0,0,2,5,5933.03,0,1,0,0,0,0,0,0,123.41
1507,mutsu,0,1,0,1,1,5,48432.08,1,0,0,0,0,0,0,0,183.43
1507,nagato,0,0,0,0,37,2,2372,0,0,0,0,0,0,1,0,173.88
1507,noto,0,1,0,0,41,2,2063.37,0,0,1,0,0,0,0,0,110.32
1507,osumi,0,0,0,0,11,2,3834.17,0,0,0,0,0,0,0,1,210.86
1507,oumi,0,1,1,0,4,7,3909.26,1,0,0,0,0,0,0,0,168.49
1507,owari,0,1,1,0,29,3,1751.16,0,1,0,0,0,0,0,0,29.4
1507,sagami,0,0,0,0,3,4,2002.77,0,1,0,0,0,0,0,0,184.31
1507,sanuki,0,0,0,0,2,2,1652.96,0,0,0,0,1,0,0,0,167.94
1507,satsuma,0,1,1,0,7,3,3539.38,0,0,0,0,0,0,0,1,154.55
1507,settsu,1,1,1,0,0,5,1380.59,0,0,0,1,0,0,0,0,131.81
1507,shima,0,0,0,0,41,1,343.43,0,1,0,0,0,0,0,0,100.57
1507,shimotsuke,0,1,1,0,36,4,6291.09,1,0,0,0,0,0,0,0,179.99
1507,shimousa,0,0,0,0,24,5,2833.68,0,1,0,0,0,0,0,0,15.3
1507,shinano,0,1,1,0,9,10,12083.18,1,0,0,0,0,0,0,0,350.72
1507,suo,0,0,0,0,37,3,3549.75,0,0,0,0,0,0,1,0,196.93
1507,suruga,0,0,0,0,41,5,3348.18,0,1,0,0,0,0,0,0,333.95
1507,tajima,0,1,1,0,3,4,2334.59,0,0,0,0,0,1,0,0,276.47
1507,tanba,0,1,1,0,15,7,2805.21,0,0,0,0,0,1,0,0,209.63
1507,tango,1,0,0,1,0,3,1352.15,0,0,0,0,0,1,0,0,201.56
1507,tosa,0,0,0,0,29,2,7174.71,0,0,0,0,1,0,0,0,319.07
1507,toutoumi,0,1,1,0,6,3,2979.13,0,1,0,0,0,0,0,0,235.65
1507,wakasa,0,1,1,0,5,4,904.47,0,0,1,0,0,0,0,0,276.13
1507,yamashiro,1,1,1,0,0,6,1038.34,0,0,0,1,0,0,0,0,151.14
1507,yamato,1,1,1,1,0,5,3679.69,0,0,0,1,0,0,0,0,305.85
1508,aki,0,0,0,0,9,3,4313.56,0,0,0,0,0,0,1,0,229.41
1508,awa1,0,0,0,0,37,1,686.77,0,1,0,0,0,0,0,0,104.67
1508,awa2,0,1,1,0,42,3,4132.61,0,0,0,0,1,0,0,0,337.25
1508,bicchu,0,0,0,0,17,4,2638.75,0,0,0,0,0,0,1,0,184.23
1508,bingo,0,0,0,0,37,5,3715.59,0,0,0,0,0,0,1,0,166.73
1508,bizen,0,0,0,0,20,3,1820.08,0,0,0,0,0,0,1,0,145.03
1508,bungo,0,1,1,0,3,5,5401.68,0,0,0,0,0,0,0,1,210.23
1508,buzen,0,0,0,1,1,2,2103.64,0,0,0,0,0,0,0,1,177.36
1508,chikugo,0,1,1,1,1,4,1275.43,0,0,0,0,0,0,0,1,136.77
1508,chikuzen,0,1,1,0,2,4,2492.58,0,0,0,0,0,0,0,1,162.61
1508,dewa,0,1,0,0,42,2,18401.59,1,0,0,0,0,0,0,0,190.97
1508,ecchu,0,1,1,0,2,5,4246.09,0,0,1,0,0,0,0,0,325.31
1508,echigo,1,0,0,1,0,5,11515.81,0,0,1,0,0,0,0,0,242.35
1508,echizen,0,0,0,1,1,5,3298.5,0,0,1,0,0,0,0,0,273.09
1508,harima,0,1,1,0,9,6,4211.55,0,0,0,0,0,0,1,0,187.01
1508,hida,0,1,0,0,42,5,4195.8,1,0,0,0,0,0,0,0,385.48
1508,higo,0,1,1,1,1,4,7324.94,0,0,0,0,0,0,0,1,211.91
1508,hitachi,0,0,0,0,6,3,5562.37,0,1,0,0,0,0,0,0,72.34
1508,hizen,0,1,1,1,1,2,4760.32,0,0,0,0,0,0,0,1,167.53
1508,houki,0,0,0,0,28,5,2036.37,0,0,0,0,0,1,0,0,213.27
1508,hyuuga,0,1,0,0,14,4,8227.16,0,0,0,0,0,0,0,1,252.52
1508,iga,0,1,0,0,6,4,885.44,0,1,0,0,0,0,0,0,171.69
1508,inaba,0,0,0,0,19,4,1432.43,0,0,0,0,0,1,0,0,270.71
1508,ise,0,1,0,0,11,7,3506.41,0,1,0,0,0,0,0,0,201.76
1508,iwami,0,0,0,0,42,5,3760.11,0,0,0,0,0,1,0,0,217.38
1508,iyo,0,1,1,0,42,3,5461.32,0,0,0,0,1,0,0,0,316.54
1508,izu,0,0,0,0,15,2,1470.43,0,1,0,0,0,0,0,0,260.25
1508,izumi,0,1,1,0,7,3,738.87,0,0,0,1,0,0,0,0,131.45
1508,izumo,0,0,0,0,22,3,2687.53,0,0,0,0,0,1,0,0,155.56
1508,kaga,0,1,1,0,20,4,2171.04,0,0,1,0,0,0,0,0,248.98
1508,kai,1,0,0,0,0,4,4471.08,0,1,0,0,0,0,0,0,394.21
1508,kawachi,1,1,1,1,0,5,405.67,0,0,0,1,0,0,0,0,87.56
1508,kazusa,0,0,0,0,37,2,2583.24,0,1,0,0,0,0,0,0,44.8
1508,kii,0,1,0,0,14,4,5712.59,0,0,0,0,1,0,0,0,254.03
1508,kouzuke,0,1,0,0,31,6,6395.51,1,0,0,0,0,0,0,0,257.99
1508,mikawa,1,0,0,0,0,4,3370.87,0,1,0,0,0,0,0,0,153.71
1508,mimasaka,0,0,0,0,18,5,2570.88,0,0,0,0,0,0,1,0,217.15
1508,mino,0,1,0,0,12,7,7914.92,1,0,0,0,0,0,0,0,279.26
1508,musashi,0,1,0,0,3,5,5933.03,0,1,0,0,0,0,0,0,123.41
1508,mutsu,0,1,0,0,2,5,48432.08,1,0,0,0,0,0,0,0,183.43
1508,nagato,0,0,0,0,38,2,2372,0,0,0,0,0,0,1,0,173.88
1508,noto,0,0,0,0,42,2,2063.37,0,0,1,0,0,0,0,0,110.32
1508,osumi,0,0,0,0,12,2,3834.17,0,0,0,0,0,0,0,1,210.86
1508,oumi,0,1,1,0,5,7,3909.26,1,0,0,0,0,0,0,0,168.49
1508,owari,0,1,1,0,30,3,1751.16,0,1,0,0,0,0,0,0,29.4
1508,sagami,0,1,0,0,4,4,2002.77,0,1,0,0,0,0,0,0,184.31
1508,sanuki,1,0,0,0,0,2,1652.96,0,0,0,0,1,0,0,0,167.94
1508,satsuma,0,1,1,0,8,3,3539.38,0,0,0,0,0,0,0,1,154.55
1508,settsu,1,1,1,1,0,5,1380.59,0,0,0,1,0,0,0,0,131.81
1508,shima,0,0,0,0,42,1,343.43,0,1,0,0,0,0,0,0,100.57
1508,shimotsuke,0,0,0,0,37,4,6291.09,1,0,0,0,0,0,0,0,179.99
1508,shimousa,0,0,0,0,25,5,2833.68,0,1,0,0,0,0,0,0,15.3
1508,shinano,0,1,1,0,10,10,12083.18,1,0,0,0,0,0,0,0,350.72
1508,suo,0,0,0,0,38,3,3549.75,0,0,0,0,0,0,1,0,196.93
1508,suruga,0,1,1,0,42,5,3348.18,0,1,0,0,0,0,0,0,333.95
1508,tajima,0,1,1,0,4,4,2334.59,0,0,0,0,0,1,0,0,276.47
1508,tanba,0,1,1,0,16,7,2805.21,0,0,0,0,0,1,0,0,209.63
1508,tango,0,0,0,1,1,3,1352.15,0,0,0,0,0,1,0,0,201.56
1508,tosa,0,0,0,0,30,2,7174.71,0,0,0,0,1,0,0,0,319.07
1508,toutoumi,0,1,1,0,7,3,2979.13,0,1,0,0,0,0,0,0,235.65
1508,wakasa,0,1,1,0,6,4,904.47,0,0,1,0,0,0,0,0,276.13
1508,yamashiro,1,1,1,1,0,6,1038.34,0,0,0,1,0,0,0,0,151.14
1508,yamato,1,1,1,1,0,5,3679.69,0,0,0,1,0,0,0,0,305.85
1509,aki,0,0,0,0,10,3,4313.56,0,0,0,0,0,0,1,0,229.41
1509,awa1,0,0,0,0,38,1,686.77,0,1,0,0,0,0,0,0,104.67
1509,awa2,0,1,1,0,43,3,4132.61,0,0,0,0,1,0,0,0,337.25
1509,bicchu,0,0,0,0,18,4,2638.75,0,0,0,0,0,0,1,0,184.23
1509,bingo,0,0,0,0,38,5,3715.59,0,0,0,0,0,0,1,0,166.73
1509,bizen,0,0,0,0,21,3,1820.08,0,0,0,0,0,0,1,0,145.03
1509,bungo,0,1,1,0,4,5,5401.68,0,0,0,0,0,0,0,1,210.23
1509,buzen,1,0,0,0,0,2,2103.64,0,0,0,0,0,0,0,1,177.36
1509,chikugo,0,1,1,0,2,4,1275.43,0,0,0,0,0,0,0,1,136.77
1509,chikuzen,1,0,0,0,0,4,2492.58,0,0,0,0,0,0,0,1,162.61
1509,dewa,0,1,0,0,43,2,18401.59,1,0,0,0,0,0,0,0,190.97
1509,ecchu,0,1,1,0,3,5,4246.09,0,0,1,0,0,0,0,0,325.31
1509,echigo,1,0,0,1,0,5,11515.81,0,0,1,0,0,0,0,0,242.35
1509,echizen,0,0,0,0,2,5,3298.5,0,0,1,0,0,0,0,0,273.09
1509,harima,0,1,1,0,10,6,4211.55,0,0,0,0,0,0,1,0,187.01
1509,hida,0,0,0,0,43,5,4195.8,1,0,0,0,0,0,0,0,385.48
1509,higo,1,0,0,0,0,4,7324.94,0,0,0,0,0,0,0,1,211.91
1509,hitachi,0,0,0,0,7,3,5562.37,0,1,0,0,0,0,0,0,72.34
1509,hizen,0,1,1,0,2,2,4760.32,0,0,0,0,0,0,0,1,167.53
1509,houki,0,0,0,0,29,5,2036.37,0,0,0,0,0,1,0,0,213.27
1509,hyuuga,0,1,0,0,15,4,8227.16,0,0,0,0,0,0,0,1,252.52
1509,iga,0,1,0,0,7,4,885.44,0,1,0,0,0,0,0,0,171.69
1509,inaba,0,0,0,0,20,4,1432.43,0,0,0,0,0,1,0,0,270.71
1509,ise,1,1,0,0,0,7,3506.41,0,1,0,0,0,0,0,0,201.76
1509,iwami,0,0,0,0,43,5,3760.11,0,0,0,0,0,1,0,0,217.38
1509,iyo,0,1,1,0,43,3,5461.32,0,0,0,0,1,0,0,0,316.54
1509,izu,0,0,0,0,16,2,1470.43,0,1,0,0,0,0,0,0,260.25
1509,izumi,0,1,1,0,8,3,738.87,0,0,0,1,0,0,0,0,131.45
1509,izumo,0,0,0,0,23,3,2687.53,0,0,0,0,0,1,0,0,155.56
1509,kaga,0,0,0,0,21,4,2171.04,0,0,1,0,0,0,0,0,248.98
1509,kai,0,0,0,1,1,4,4471.08,0,1,0,0,0,0,0,0,394.21
1509,kawachi,0,1,1,1,1,5,405.67,0,0,0,1,0,0,0,0,87.56
1509,kazusa,0,0,0,0,38,2,2583.24,0,1,0,0,0,0,0,0,44.8
1509,kii,0,1,0,0,15,4,5712.59,0,0,0,0,1,0,0,0,254.03
1509,kouzuke,0,1,0,0,32,6,6395.51,1,0,0,0,0,0,0,0,257.99
1509,mikawa,0,0,0,1,1,4,3370.87,0,1,0,0,0,0,0,0,153.71
1509,mimasaka,0,0,0,0,19,5,2570.88,0,0,0,0,0,0,1,0,217.15
1509,mino,0,1,0,0,13,7,7914.92,1,0,0,0,0,0,0,0,279.26
1509,musashi,0,1,0,0,4,5,5933.03,0,1,0,0,0,0,0,0,123.41
1509,mutsu,0,1,0,0,3,5,48432.08,1,0,0,0,0,0,0,0,183.43
1509,nagato,0,0,0,0,39,2,2372,0,0,0,0,0,0,1,0,173.88
1509,noto,0,0,0,0,43,2,2063.37,0,0,1,0,0,0,0,0,110.32
1509,osumi,0,0,0,0,13,2,3834.17,0,0,0,0,0,0,0,1,210.86
1509,oumi,0,1,1,0,6,7,3909.26,1,0,0,0,0,0,0,0,168.49
1509,owari,0,1,1,0,31,3,1751.16,0,1,0,0,0,0,0,0,29.4
1509,sagami,0,1,0,0,5,4,2002.77,0,1,0,0,0,0,0,0,184.31
1509,sanuki,0,0,0,1,1,2,1652.96,0,0,0,0,1,0,0,0,167.94
1509,satsuma,0,1,1,0,9,3,3539.38,0,0,0,0,0,0,0,1,154.55
1509,settsu,0,1,1,1,1,5,1380.59,0,0,0,1,0,0,0,0,131.81
1509,shima,0,1,1,0,43,1,343.43,0,1,0,0,0,0,0,0,100.57
1509,shimotsuke,0,0,0,0,38,4,6291.09,1,0,0,0,0,0,0,0,179.99
1509,shimousa,0,0,0,0,26,5,2833.68,0,1,0,0,0,0,0,0,15.3
1509,shinano,0,1,1,0,11,10,12083.18,1,0,0,0,0,0,0,0,350.72
1509,suo,0,0,0,0,39,3,3549.75,0,0,0,0,0,0,1,0,196.93
1509,suruga,0,1,1,0,43,5,3348.18,0,1,0,0,0,0,0,0,333.95
1509,tajima,0,0,0,0,5,4,2334.59,0,0,0,0,0,1,0,0,276.47
1509,tanba,0,1,1,0,17,7,2805.21,0,0,0,0,0,1,0,0,209.63
1509,tango,0,0,0,0,2,3,1352.15,0,0,0,0,0,1,0,0,201.56
1509,tosa,1,0,0,0,0,2,7174.71,0,0,0,0,1,0,0,0,319.07
1509,toutoumi,0,1,1,0,8,3,2979.13,0,1,0,0,0,0,0,0,235.65
1509,wakasa,0,0,0,0,7,4,904.47,0,0,1,0,0,0,0,0,276.13
1509,yamashiro,1,1,1,1,0,6,1038.34,0,0,0,1,0,0,0,0,151.14
1509,yamato,0,1,1,1,1,5,3679.69,0,0,0,1,0,0,0,0,305.85
1510,aki,0,0,0,0,11,3,4313.56,0,0,0,0,0,0,1,0,229.41
1510,awa1,0,0,0,0,39,1,686.77,0,1,0,0,0,0,0,0,104.67
1510,awa2,0,1,0,0,44,3,4132.61,0,0,0,0,1,0,0,0,337.25
